post	implicit_class	extra_implicit_class
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !	stereotypical	
the third-world colonization of australia has continued apace ! read more : via	stereotypical	
the white #workingclass is the most oppressed demographic in the #unitedstates - #wakeup #fightback	white_grievance	
the wreckage left by the summer of trump #cuckservative	other	
theoretically  overturning roe v wade would increase white birthrate without increasing non-white birthrate .	incitement	
they do and you can check them the white on white crime is less than half the total % of black on black	stereotypical	
they're killing white people in south africa no one blinks	white_grievance	
this is stupid ... the ' far left '  democrats  illegal aliens  communists . commits genocide on the white race of america .	white_grievance	
this is what the anti-white promotes ... multiculturalism sad :	incitement	
ugh ... always trying to say they're equal to whites . couldn't be further from the truth .	inferiority	
uhm ... i wonder what percentage of white nationalist / racist knuckle draggers are progressives ? my guess = less than 1 % u 2 care to guess ?	other	
uk has been spelling radical islamic terrorism as random  drunk asian person	stereotypical	
university report : a room full of white people is a microaggression	irony	
ur argument about white christians killing people is lame . sharia law is dangerous	stereotypical	
very existence of white race hinges on trump =	incitement	
via : 9 steps to successfully counter jihad #tcot	stereotypical	
we just need to convince white people of the need for more white people ! we must boost our numbers !	incitement	
we need presentation that makes people realize they've been gaslit into hating us when in actuality we are the normal  healthy people w love for our nation . american flags  singing national anthem . basic branding . follow trumps lead in that regard - the people are dying for it ! !	incitement	
we should jail all white christian american males who look like they might kill in mass shootings !	irony	
well they helped zionism and commies to destroy germany a white country ... that's racist .	white_grievance	
what a national socialist america will do for the white american worker ! #nationalsocialism #nationalism	white_grievance	
what about white americans ? oh wait  that's * white supremacy * to talk about white interests ?	white_grievance	
what they want is of little value in a land swarming with hostile non whites . race first ! all else is dross !	white_grievance	
what's shocking is 34 % didn't think america settled by white euros . let's see : 12.3 % black pop +12.5 % brown pop + misc minorities + white cucks =	other	
which is why they want race mixing . what they don't realize is that race mixing will lead to white	incitement	
white british : minority within 50 years #swrm #white #whitegenocide #uk via	stereotypical	
white european ancestors have been proven to be in america before your ancestors arrived here ! new scientific proof ! read up on it !	stereotypical	
white genocide accelerates : university removes portaits of white male professors | more :	white_grievance	
white genocide accelerates in sweden : university removes all portaits of white male professors #swrm	white_grievance	
white genocide in america 1960-2060 #swrm #whitegenocide #us via	white_grievance	
white nationalism is the answer .	incitement	
white people donating to white organizations is bad . jews donating to jewish organizations is good .	irony	
white people need to watch their backs . there is a war upon us .	incitement	
white people seemingly are the only truly altruistic ethnic group . ive seen more white people help complete strangers and animals with zero reciprocity.for a society bent on white genocide they would fall apart without us ..	inferiority	
white zioner dream state	stereotypical	
why are white nationalist white people who resist islam labelled racist ?	white_grievance	
you are hereby condemned for your hostile posture towards the white civil rights movement . #unitetheright	incitement	
you are the problem you race baiting white guilt syndrome scum bag .	incitement	
