ID	target	implied_statement
771145616978243584	Jews	Jews are controlling
771145616978243584	Jews	Jews are controlling
626344615348572160	white people	White people are superior.
626344615348572160	Minorities	Minorities are inferior.
925134278811357184	non-white people	non-white people are inferior
925134278811357184	white people	White people are in danger.
812796769293758464	Jews	Jews are looking to wipe out white culture.
812796769293758464	Jews	Jews don't like white people.
813590092317130752	Minorities	Minorities foster hatred towards whites
813590092317130752	white people	White people are liars.
923902681512628224	Minorities	Minorities are second class citizens.
923902681512628224	black people	black people are not American.
894764979840323584	Hispanics	Hispanics are greedy.
904485879112019969	white people	White people belong in America.
904485879112019969	Minorities	Minorities are second class citizens
930085054453338112	Muslims	Muslim people have several wives.
930085054453338112	Muslims	Muslims are degenerates who keep a harem
824832522915835905	white liberals	white liberals are race traitors
824832522915835905	white people	White people hate white people.
415927211237969921	black people	Black people want to kill white people.
415927211237969921	Blacks	Blacks scheme to wipe out whites.
915959845173395456	white people	White people belong in the US>
915959845173395456	Minorities	Minorities are second class citizens
822004432460193792	Blacks	Blacks are against whites.
822004432460193792	hispanics	hispanics are anti white
842645026047840256	white people	White people need help.
842645026047840256	Whites	Whites are corrupted
863952637888258048	black people	Black people attack white people.
863952637888258048	Blacks	Blacks target whites for crime
739646200408858628	Non-white immigrants	Non-white immigrants are pushing out white people
739646200408858628	Minorities	Minorities are looking to monopolize societies.
884912424737964033	gay people	gay people are inferior
885280587510099969	Immigrants	Immigrants are subhuman
885280587510099969	refugees	Refugees should be killed.
922573466640859136	white people	White people think they are better than other races.
922573466640859136	White people	White people are being wiped out by other races
533809871066374145	Whites	Whites are weak-willed
533809871066374145	white people	White people are treated like slaves.
572772255031271424	Muslims	Muslims are allowed to do whatever they want.
572772255031271424	Muslims	Muslims are given special treatment
170202023323648000	Minorities	Minorities hold whites to a double standard.
170202023323648000	white people	White people are proud of themselves.
908391919163756544	Immigrants	Immigrants are racist
908391919163756544	non-white immigrants	Non-white immigrants hate white people.
731149970724642816	Gay people	Gay people do not deserve rights
731149970724642816	white people	White people think they are better than other races.
909213230375096322	Minorities	Minorities claim privileges
909213230375096322	Minorities	Minorities are oppressive
698117966630678528	Black people	Black people are dangerous
698117966630678528	black people	Black people are thugs.
225883495967375361	Africans	Africans are rapists.
225883495967375361	Blacks	Blacks rape whites
285570530793373696	white people	White people pay more taxes than black people.
285570530793373696	Blacks	Blacks are freeloaders
821042218395910146	Minorities	Minorities are criminals.
821042218395910146	white people	White people are racist.
802166497397317632	Jews	Jews are conspirators
802166497397317632	Jews	Jews are scheming and cunning.
937588284410118144	Immigrants	Immigrants are murderers
937588284410118144	Illegals	Illegals commit crimes against whites
917970987832004608	white people	White people have more priveleges than other races.
534680425453469696	White supremacists	Whites supremacists are hypocrites.
534680425453469696	Jews	Jews are inferior
823392562639572992	White supremacists	White supremacists want race war
823392562639572992	non-white people	non-white people are enemies
793993170363224064	white men	White men don't like fat women.
793993170363224064	Overweight people	Overweight people are disgusting.
918201735646150656	Minorities	Minorities are less than the white race.
918201735646150656	White people	White people don't like other races.
709086402689015808	Male conservatives	Male conservatives are weak and feeble.
709086402689015808	Black folks	Black folks have no respect
709086402689015808	Black folks	Black folks have no respect
283967132394475520	Minorities	Minorities are controlling
916388082177462274	People of color	People of color want to get rid of white people
916388082177462274	non-white people	non-white people are threatening
898969139737272321	Liberals	Liberals are communists
332133179098030082	Minorities	Minorities are killers and rapists
332133179098030082	white people	White people are racists and rapists.
934694969914388482	Racist	Racist should get rolled over.
934694969914388482	POC	It is fine to be racist towards POC
693833848094867456	Blacks	Blacks are murderers
693833848094867456	black people	Black people are killers.
854311472733843457	Minorities	Minorities want to monopolize over whites.
854311472733843457	Minorities	Minorities are taking over
768367197668409344	whites	white destruction in America
768367197668409344	Whites	Whites want their own society.
919728004724547585	Whites	Whites are criminals.
919728004724547585	White people	White people commit more crime
625309687152549888	white people	all white identifying people are racist
625309687152549888	White people	White people who are anti-racist are against white people and jewish people
412317204043292673	white people	White people should stay the main race.
412317204043292673	Minorities	Minorities are taking over.
842746742491643904	white people	White people are thieves.
842746742491643904	Minorities	Minorities are thieves.
695662587598520320	Non-whites	Non-whites rape anti-racist
695662587598520320	non-white immigrants	Non-white immigrants are rapists.
361709084484960256	Muslims	Muslims are violent
361709084484960256	Muslims	Muslims are killers.
845841689411510272	Blacks	Blacks are violent towards whites
845841689411510272	black people	Black people are violent to white people.
133180489220620289	Jews	Jews are sneaky.
133180489220620289	Jews	Jews are dishonest.
